id,query,road,house_number
7942100310,"47.3811,-122.087",190th Place Southeast,24622
3760000030,"47.7081,-122.215",Northeast 120th Place,9394
1727500340,"47.7193,-122.216",Northeast 133rd Street,9325
9828702519,"47.6192,-122.301",24th Avenue East,114
4432600075,"47.5836,-122.387",California Avenue Southwest,2215
7806300030,"47.3841,-122.284",South 243rd Street,3805
9274202270,"47.5872,-122.39",46th Avenue Southwest,1730
7852030960,"47.5322,-121.88",Cottonwood Drive Southeast,34546
7852170140,"47.5416,-121.864",Crest View Loop Southeast,6576
7518503335,"47.6799,-122.381",19th Avenue Northwest,7008
5467900070,"47.3672,-122.151",143rd Avenue Southeast,26215
1245002952,"47.684,-122.205",3rd Street,1031
8906200070,"47.4404,-122.191",Southeast 181st Street,11217
5379805885,"47.4467,-122.281",NA,NA
2769600560,"47.6729,-122.363",5th Avenue Northwest,6015
9238901420,"47.5346,-122.385",Southwest Ida Street,4106
5113400431,"47.6454,-122.373",13th Avenue West,2814
3885805665,"47.6821,-122.196",9th Avenue,619
8121200810,"47.7206,-122.11",Northeast 134th Place,17214
5126310400,"47.4877,-122.139",Northeast 3rd Court,5941
7322910030,"47.6554,-122.018",Northeast 53rd Place,5330
2827100070,"47.7343,-122.347",North 145th Street,911
9276201895,"47.5789,-122.393",48th Avenue Southwest,2716
4402700070,"47.7439,-122.339",Densmore Avenue North,15769
1922059046,"47.3818,-122.225",Kensington Avenue South,105
925059288,"47.6734,-122.173",125th Place Northeast,7559
4386700135,"47.6415,-122.285",East McGilvra Street,3710
1923069078,"47.4711,-122.084",196th Avenue Southeast,14611
1432400335,"47.452,-122.177",123rd Avenue Southeast,16812
1180003090,"47.4973,-122.221",Rainier Avenue North,879
726049331,"47.7546,-122.341",North 174th Place,1301
3340401555,"47.4667,-122.215",South 15th Street,222
7453000070,"47.5186,-122.374",32nd Avenue Southwest,9342
4348800030,"47.6221,-122.193",111th Avenue Northeast,1232
7202331420,"47.683,-122.039",Northeast 92nd,22540
3225079035,"47.6033,-121.943",Southeast 5th Street,29280
6381500700,"47.7315,-122.305",23rd Place Northeast,14067
339500160,"47.6917,-122.084",192nd Avenue Northeast,10317
1545807610,"47.3608,-122.056",Southeast 269th Street,21320
1843200240,"47.2852,-122.19",28th Street Southeast,2906
4403600270,"47.5931,-122.071",Southeast 19th Street,20084
2008200060,"47.4097,-122.316",13th Avenue South,21416
1521069070,"47.3105,-122.021",Lynch Lane,32451
2459500310,"47.4296,-122.161",135th Avenue Southeast,19231
6204420070,"47.7373,-122.197",106th Avenue Northeast,14934
5694500105,"47.6582,-122.345",Woodland Park Avenue North,4211
5466410030,"47.3577,-122.16",Southeast 272nd Court,13612
9485740340,"47.449,-122.205",Wells Avenue South,3462
622049114,"47.4169,-122.348",10th Place Southwest,20645
2270000070,"47.5025,-122.186",Edmonds Place Northeast,1170
1310900260,"47.3644,-122.28",Somerset Lane,4101
224069094,"47.5896,-122.009",248th Avenue Southeast,2335
7800800160,"47.3914,-122.169",Southeast 235th Place,12836
2944000240,"47.7197,-122.131",157th Avenue Northeast,13351
4139400710,"47.5623,-122.116",167th Avenue Southeast,NA
7899800860,"47.5213,-122.357",17th Avenue Southwest,9061
2473420140,"47.4518,-122.16",135th Place Southeast,16817
5000500055,"47.4949,-122.3",South 121st Street,2460
4099500935,"47.5885,-122.248",West Mercer Way,2466
1373800295,"47.6452,-122.411",42nd Avenue West,2801
4025300135,"47.749,-122.305",22nd Avenue Northeast,16575
3294700310,"47.4727,-122.198",High Avenue South,805
8718500075,"47.7403,-122.256",64th Avenue Northeast,15406
4309710240,"47.5146,-122.117",Southeast 100th Street,17128
5486800070,"47.5666,-122.231",Merrimount Drive,8000
236400320,"47.4339,-122.291",33rd Avenue South,18819
4376700570,"47.6368,-122.097",Northeast 31st Street,18196
8648100200,"47.3628,-122.075",Southeast 267th Place,19914
3624079046,"47.52,-121.845",372nd Avenue Southeast,8929
1921069084,"47.2953,-122.083",Southeast 342nd Street,19415
6431500140,"47.6935,-122.352",Dayton Avenue North,8728
2725069050,"47.6239,-122.023",237th Court Northeast,1571
5307100060,"47.5846,-122.168",129th Avenue Southeast,2923
7203102050,"47.6969,-122.026",Elliston Way Northeast,11087
561000075,"47.505,-122.259",59th Avenue South,10636
2436701180,"47.667,-122.289",36th Avenue Northeast,5208
809002765,"47.6376,-122.353",2nd Avenue North,2102
4045500710,"47.6929,-121.87",East Lake Joy Drive Northeast,10665
5104510270,"47.3572,-122.015",Maple Ridge Way Southeast,27325
98020350,"47.5816,-121.97",278th Avenue Southeast,2999
1714900060,"47.5502,-122.311",17th Avenue South,5830
1189000030,"47.6136,-122.299",26th Avenue,1417
2473360060,"47.4478,-122.161",Southeast 172nd Place,13407
222069082,"47.4219,-122.007",Southeast 200th Street,25027
8669160310,"47.3521,-122.212",50th Street Northeast,1427
1526069135,"47.7466,-122.029",Northeast 164th Street,23410
1088650310,"47.7727,-122.229",Northeast 198th Street,8228
8945200860,"47.3062,-122.371",29th Avenue Southwest,33011
7853240200,"47.5422,-121.86",Upper Trail,NA
7511800070,"47.3366,-122.306",South 296th Street,2113
2998800125,"47.573,-122.409",60th Avenue Southwest,3426
3876300310,"47.7258,-122.177",Northeast 140th Street,12221
5419800510,"47.4025,-122.176",123rd Place Southeast,22309
192460060,"47.476,-121.755",439th Avenue Southeast,13698
7942601895,"47.6045,-122.307",East Alder Street,1910
7504010570,"47.6366,-122.058",211th Avenue Northeast,2100
1442740140,"47.3725,-122.06",Southeast 256th Place,21108
6909200575,"47.5897,-122.292",31st Avenue South,1416
2525069041,"47.6277,-121.972",Northeast 22nd Street,27499
3620069036,"47.1803,-121.974",276th Avenue Southeast,46901
2781280390,"47.4489,-122.188",114th Lane Southeast,17170
9542830350,"47.3665,-122.017",243rd Southeast Place,NA
1123049053,"47.4964,-122.251",South 120th Street,6710
8018600765,"47.492,-122.317",South 124th Street,1219
3278600240,"47.5496,-122.373",32nd Avenue Southwest,5910
7846200070,"47.5008,-121.776",Snoqualm Place,998
662310400,"47.2846,-122.341",Southwest 353rd Street,425
8651100140,"47.5494,-122.216",Southeast 60th Street,9246
8682250350,"47.7123,-122.027",Northeast 126th Street,23351
3211230260,"47.3131,-122.115",Southeast 321st Place,16923
4233400340,"47.3122,-121.996",Green River Gorge Road,NA
7199350340,"47.6947,-122.125",160th Court Northeast,10512
3904901710,"47.5665,-122.018",Southeast 43rd Court,24247
240000058,"47.425,-122.283",Military Road South,19715
6865200444,"47.6634,-122.34",North 48th Street,1411
9498200046,"47.7047,-122.373",13th Avenue Northwest,10343
1796380960,"47.3666,-122.084",192nd Place Southeast,26126
5631500868,"47.7466,-122.242",Northeast 163rd Street,7404
3126049411,"47.6972,-122.35",Fremont Avenue North,9243
2321300390,"47.6372,-122.395",Condon Way West,2018
3905040800,"47.5694,-122.001",Klahanie Drive Southeast,4237
4379400260,"47.6214,-122.024",236th Place Northeast,1398
5115000160,"47.3961,-122.188",Southeast 229th Street,11431
2826049234,"47.7162,-122.309",Northeast 120th Street,1716
6600700030,"47.6844,-122.113",Northeast 93rd Place,17023
3904930240,"47.5737,-122.018",242nd Avenue Southeast,3999
9407110700,"47.4474,-121.771",Southeast 169th Street,42682
1682500160,"47.3128,-122.184",Southeast 322nd Place,11803
8078570390,"47.4022,-122.171",Southeast 222nd Place,12621
3010300240,"47.5671,-122.391",46th Avenue Southwest,4045
9500900135,"47.2876,-122.212",24th Street Southeast,1235
461001615,"47.682,-122.372",12th Avenue Northwest,7317
6411600069,"47.7125,-122.331",Corliss Avenue North,11502
7812800565,"47.496,-122.239",South 120th Street,7548
7548300731,"47.5876,-122.309",18th Avenue South,1750
8925100390,"47.6821,-122.273",51st Avenue Northeast,7324
7010700292,"47.6581,-122.396",West Mansell Street,2921
9485951170,"47.3496,-122.094",185th Place Southeast,28030
5437820310,"47.1951,-122.001",Harmony Lane,506
582000135,"47.6539,-122.396",West Emerson Street,3009
3204800370,"47.5375,-122.178",121st Place Southeast,7230
8832900550,"47.7605,-122.267",Northeast 182nd Street,5815
9550204515,"47.6663,-122.326",Latona Avenue Northeast,5117
7199330390,"47.6978,-122.13",Northeast 109th Street,NA
6131600060,"47.3221,-122.215",16th Street Northeast,1112
5379805460,"47.4488,-122.275",South 172nd Place,4700
7212652180,"47.2681,-122.31",19th Way South,37128
6379500640,"47.5821,-122.39",46th Avenue Southwest,2328
4315700060,"47.5395,-122.39",Sylvan Lane Southwest,7100
3329500060,"47.336,-122.269",52nd Avenue South,29726
4140090320,"47.7679,-122.261",Kenlake Place Northeast,19204
9385200045,"47.5818,-122.402",Wickstrom Place Southwest,2426
7852180340,"47.5317,-121.853",Southeast Forest Street,36586
1545804340,"47.3647,-122.05",Southeast 265th Street,21825
2490200320,"47.5338,-122.384",Southwest Holden Street,3946
2218000335,"47.6681,-122.305",Northeast 54th Street,2108
922049078,"47.4152,-122.3",South 208th Street,2511
2586800270,"47.5044,-122.35",Southwest 110th Lane,1215
4338800370,"47.4793,-122.346",8th Avenue Southwest,13716
7214700350,"47.7627,-122.076",Northeast 185th Street,19578
3226200105,"47.5193,-122.274",South Fletcher Street,4602
2324039036,"47.555,-122.379",37th Avenue Southwest,5217
7849202231,"47.526,-121.826",Doone Lane Southeast,NA
5196410260,"47.655,-122.124",Northeast 50th Street,16300
3760500116,"47.7022,-122.224",Northeast Juanita Drive,8655
2985800030,"47.6718,-122.267",Northeast 59th Street,5628
259900160,"47.6327,-122.109",Northeast 25th Way,17302
708000030,"47.6245,-122.198",Northeast 16th Street,10608
192460310,"47.4761,-121.758",436th Avenue Southeast,13721
9412200260,"47.5221,-122.045",Wildwood Boulevard Southwest,1121
1062100116,"47.7522,-122.278",Northeast 171st Street,4518
6798100662,"47.7145,-122.311",16th Avenue Northeast,11716
1775920350,"47.7404,-122.11",Northeast 156th Court,17200
2525500260,"47.4834,-122.159",Bremerton Place Northeast,104
6145600041,"47.7049,-122.353",North 105th Street,353
3300701615,"47.6915,-122.381",19th Avenue Northwest,8530
5151600340,"47.336,-122.319",South 299th Place,1020
7613700521,"47.6597,-122.274",50th Avenue Northeast,4217
2710600045,"47.6759,-122.286",39th Avenue Northeast,6503
5101405124,"47.6988,-122.319",Northeast 96th Street,824
6067910030,"47.5427,-122.181",119th Place Southeast,6854
1959701890,"47.6462,-122.318",11th Avenue East,2818
1402200340,"47.4406,-122.146",Southeast 181st Street,14616
3558900070,"47.705,-122.202",104th Avenue Northeast,11628
7846700310,"47.4965,-121.785",West 3rd Street,199
3348401740,"47.5024,-122.271",South 112th Street,5009
3013300288,"47.5304,-122.387",California Avenue Southwest,8110
7852070060,"47.544,-121.872",Palmeter Lane Southeast,35242
5029450160,"47.291,-122.368",Southwest 347th Street,2640
3526069070,"47.6932,-122.006",Northeast 108th Street,24927
5104540240,"47.3558,-122.004",254th Way Southeast,27465
3438500486,"47.5536,-122.359",Southwest Brandon Street,1911
5102400105,"47.6942,-122.321",Northeast 90th Street,542
2346200030,"47.5462,-122.182",119th Avenue Southeast,NA
1321710030,"47.2918,-122.346",Southwest 346th Street,833
7853290030,"47.5441,-121.882",Silent Creek Avenue Southeast,6315
1566100400,"47.6982,-122.298",Northeast 96th Street,2715
1775800800,"47.7415,-122.101",179th Place Northeast,15900
9133600075,"47.4862,-122.224",Seneca Avenue Northwest,266
5450900060,"47.5553,-122.22",90th Avenue Southeast,5322
1402600700,"47.4406,-122.141",151st Court Southeast,18313
8024200350,"47.6997,-122.316",Northeast 97th Street,1042
3121500340,"47.6726,-122.03",Northeast 77th Street,23047
7697870860,"47.3702,-122.185",117th Place Southeast,25813
7527200030,"47.5896,-122.083",192nd Avenue Southeast,2190
2013200390,"47.3923,-122.311",18th Avenue South,23401
766500030,"47.3664,-122.1",Southeast 262nd Place,18035
6664000030,"47.5894,-122.195",Southeast 23rd Street,10911
9349900105,"47.5708,-122.359",20th Avenue Southwest,3704
1895000045,"47.5156,-122.262",57th Avenue South,9642
6205500030,"47.589,-122.177",Southeast 24th Street,NA
7011200260,"47.6385,-122.37",10th Avenue West,2126
41000454,"47.4672,-122.291",South 152nd Street,3220
7203600550,"47.3444,-122.327",6th Avenue South,28632
9477200560,"47.731,-122.191",Northeast 143rd Place,11236
4022907770,"47.7646,-122.271",Northeast 187th Street,5331
5231000060,"47.5015,-122.124",162nd Avenue Southeast,11311
6055000310,"47.2413,-121.972",278th Avenue Southeast,40121
3216900060,"47.4206,-122.183",Southeast 203rd Street,11824
7967200060,"47.3575,-122.28",42nd Place South,27220
8077210350,"47.6285,-122.025",Northeast 21st Street,23401
7203000640,"47.3437,-122.316",14th Avenue South,28723
2988000070,"47.7573,-122.22",91st Place Northeast,17902
3832200070,"47.3745,-122.275",45th Place South,25254
3670500710,"47.7359,-122.309",Northeast 147th Street,1816
8820903380,"47.7142,-122.286",Northeast 117th Street,3910
4233400400,"47.3131,-121.998",McKay Lane,32513
3793500550,"47.3668,-122.031",233rd Court Southeast,26209
6431000270,"47.6893,-122.349",North 83rd Street,718
2225059214,"47.635,-122.164",NA,NA
7694800270,"47.6664,-122.131",SR 520 Trail,NA
2171400197,"47.4938,-122.255",64th Avenue South,12231
2473400340,"47.4525,-122.162",133rd Place Southeast,16710
3530490070,"47.3825,-122.319",12th Avenue South,24429
1932300075,"47.5326,-122.376",35th Avenue Southwest,7742
2525000510,"47.4818,-122.161",Vashon Avenue Southeast,214
1853000510,"47.7287,-122.077",Northeast 143rd Street,19501
1742800060,"47.4908,-122.225",Seneca Avenue Northwest,518
2723089104,"47.4429,-121.759",Snoqualmie Valley Trail,NA
2619950350,"47.7336,-121.965",Northeast 147th Place,27998
4021100045,"47.7591,-122.28",47th Place Northeast,17878
731500200,"47.3591,-122.201",105th Avenue Southeast,27101
2591820310,"47.4388,-122.162",Southeast 183rd Street,13408
3626039299,"47.7004,-122.368",Northwest 97th Street,848
9346980140,"47.5633,-122.131",157th Avenue Southeast,4550
6613000140,"47.6585,-122.273",Northeast 41st Street,5018
8159610060,"47.3415,-122.272",50th Place South,29017
7830800339,"47.3818,-122.2",104th Avenue Southeast,24518
1588600045,"47.695,-122.366",8th Avenue Northwest,9026
826069046,"47.7479,-122.062",Northeast 164th Street,16428
1771000890,"47.7422,-122.073",Northeast 158th Street,19769
3300701170,"47.6921,-122.38",18th Avenue Northwest,8552
7340500270,"47.7533,-122.198",Northeast 173rd Place,10622
9277200111,"47.5793,-122.402",Southwest Lander Street,5348
293720140,"47.7767,-122.239",Northeast 204th Place,7550
579003610,"47.6988,-122.387",Northwest 96th Street,2335
1138020200,"47.7121,-122.214",95th Place Northeast,12423
3432500200,"47.7447,-122.313",15th Avenue Northeast,NA
1563102435,"47.5671,-122.405",57th Avenue Southwest,4053
3959400710,"47.5646,-122.317",12th Avenue South,4322
8682300890,"47.717,-122.02",239th Way Northeast,13239
4385700765,"47.6374,-122.279",42nd Avenue East,2015
5149300200,"47.3272,-122.355",15th Place Southwest,30627
9323600060,"47.5511,-122.157",Southeast 58th Place,13600
9273200140,"47.5912,-122.384",Palm Avenue Southwest,1424
9542300320,"47.5987,-122.178",Southeast 14th Street,12136
770000045,"47.5132,-122.262",57th Avenue South,9800
6979900390,"47.6333,-121.97",276th Court Northeast,2590
6379500159,"47.5818,-122.387",California Avenue Southwest,NA
826079094,"47.7576,-121.934",Northeast 183rd Street,30585
8856940060,"47.3608,-122.043",224th Avenue Southeast,26831
2972300060,"47.4987,-122.166",Northeast 10th Street,3920
3575200070,"47.6216,-122.056",Northeast 14th Place,21273
8146100270,"47.6051,-122.195",109th Avenue Southeast,423
8648200030,"47.363,-122.08",197th Place Southeast,26616
208500160,"47.6777,-122.287",NA,NA
1196003428,"47.3384,-122.336",2nd Avenue Southwest,29414
5104450990,"47.4598,-122.15",Southeast 159th Place,14007
3343901234,"47.5089,-122.189",Blaine Avenue Northeast,1826
226039214,"47.7751,-122.38",18th Avenue Northwest,20092
1623300160,"47.6797,-122.362",Northwest 70th Street,412
2205500575,"47.5771,-122.144",Southeast 37th Street,14775
4040800810,"47.6188,-122.114",170th Place Northeast,931
2612000390,"47.4802,-122.279",South 137th Street,4295
3814400125,"47.6101,-122.295",29th Avenue,905
7300400060,"47.3314,-122.172",Southeast 302nd Street,12713
1954700695,"47.6196,-122.286",37th Avenue East,173
7230200340,"47.475,-122.11",Southeast 142nd Street,17229
3191000240,"47.7146,-122.217",93rd Place Northeast,12632
1139000069,"47.7073,-122.356",Greenwood Avenue North,10709
5693500270,"47.6583,-122.351",Evanston Avenue North,4222
686500030,"47.6261,-122.125",161st Avenue Northeast,1784
8731901940,"47.3109,-122.376",Southwest 325th Street,3245
2688100071,"47.6949,-122.371",12th Avenue Northwest,9020
2423069155,"47.4691,-121.993",260th Avenue Southeast,14808
2329500260,"47.3289,-122.327",South 305th Street,450
2608300030,"47.5293,-122.363",24th Avenue Southwest,8124
1494300060,"47.6792,-122.115",169th Court Northeast,8505
7504101230,"47.6337,-122.044",Northeast 26th Place,22254
8081020370,"47.5506,-122.134",Southeast 58th Street,15385
1446800511,"47.492,-122.333",South 124th Street,115
